0.6014554500579834    1681298452.2822616
48000.0    49000.0
alphaList_a     alphaList_n    E_a         E_n         v_a         v_n 
1.0    1.0   3.0106426582748322    2.7914159018709124    3.3646310384224343    3.0548447011216284
0.9767967370491684    0.9725501621978285   3.0500704836406163    2.9595369682536794    1.9921648103420075    2.8697746220631064
0.9551886426565748    0.9455069579284208   2.9442215679447727    2.8071322557046297    2.164447987839072    2.5436059620326725
0.9339631369262197    0.9149169088046669   2.915997724813216    2.6919633607719398    2.029378854524932    2.5241930981970553
0.9119428261078106    0.8792103385718897   2.8729763454125687    2.895631035623562    2.1240923857193508    1.1886661417185813
0.8898818502064675    0.8584369448396146   2.6049118721980964    2.75499924657091    2.775872659810542    1.7567597475666021
0.8616037122214502    0.8332560626010918   2.86483118799971    2.8946266095388173    1.2019895342548015    0.9809270914976107
0.8455929887753474    0.813290984867763   2.6384615281735346    2.6283008414842026    1.7200158706988358    1.51350909685714
0.8137798289537639    0.7887467737663354   2.560825437179858    2.632703211461933    1.4895010303461245    1.307622660541477
0.7924551664345294    0.768433013497907   2.6250304213130162    2.738253483052349    1.2824901756383857    0.7394607662596115
0.7716203927766766    0.7513883489066212   2.6006773316895218    2.6270592830243493    1.15222364393696    0.8237491700017205
0.7430667670307107    0.7100163462179838   2.5759606422491714    2.551265191197198    0.9359032003586218    0.6030903434248085
0.725035303465404    0.6915278449722225   2.68404996264244    2.5657281988167373    0.6502682992666209    0.5831011838324072
0.7061511209819071    0.6738624792567056   2.4751348186331477    2.578412141010696    0.6832004403520662    0.44800186611887405
0.6853650751001571    0.6606552956268882   2.524702597340861    2.519108862973235    0.43791800843620177    0.29401872096411097
0.6643750148145262    0.6450855647546576   2.618649912731381    2.512926311517723    0.265846585960265    0.29365373787883176
0.654026954141727    0.6313218612163278   2.5035433256373327    2.599223229622836    0.3046658663505708    0.15827593921291605
0.6394782001495993    0.6230304907081207   2.5453194893722815    2.4142635563375188    0.21915524220811378    0.25061892716075285
0.629182943452059    0.6050041605805261   2.5118371502589807    2.381275350633179    0.23997034813477747    0.31879246698138086
0.618087619284694    0.5874276186052406   2.323179370522574    2.468381270602866    0.31849000118216075    0.10164970618681934
0.6028714604314814    0.5781613870738523   2.4886143132138523    2.3930388862669285    0.17536391554096387    0.09656755106672943
0.5904348504331725    0.5684002553518774   2.4498439425102454    2.425579230414509    0.1303439098642185    0.08794566846096696
0.5800996944551162    0.560834006364942   2.500341303729877    2.424490796984716    0.08469765830845066    0.05353794100271436
0.5743411356057788    0.5536815468096074   2.5019362638540543    2.445595006161552    0.057667749074030716    0.046611389949658744
0.569814659558114    0.5472803672282538   2.4463628690828663    2.433825383631359    0.0670482031325017    0.05118057423689404
0.5622414826331184    0.5391320985333249   2.4228164548021383    2.3891814200554387    0.0639994760346827    0.02912531588947065
0.5523899952698013    0.5331260776728345   2.482993269816057    2.4297210123262825    0.030888514059152605    0.01285880819999008
0.5488748018708182    0.530727555621616   2.4148139587904653    2.4048376017464714    0.03868789431608022    0.027143945671922687
0.5425244630698961    0.5259558365435948   2.402930900102869    2.4181102605916136    0.04566943409670454    0.01189429352180138
0.5350392883090725    0.5224210619957881   2.445001084346001    2.4295659016857196    0.013261555313878404    0.008151862756895056
0.5316767584929256    0.5200579615496698   2.4127041979797386    2.4152262856404016    0.021177608594477704    0.0055835298663167166
0.5261142114384334    0.5172893138588387   2.432945449379345    2.422842340220576    0.007811047541773419    0.0041108820639683685
0.5231114248899764    0.5155421790416338   2.4246001167586417    2.4165474110445926    0.00827373945080101    0.004593685659554758
0.5203470804934915    0.5136726621049764   2.4235793757764688    2.412401312003169    0.007457872180524738    0.00355732812696985
0.5173037119287544    0.5122346063437302   2.4125411982047833    2.404819694201519    0.005469401853360978    0.0037528038938292596
0.5147443753155331    0.5095394016025855   2.415814056720333    2.4187786760780505    0.003107977882137014    0.001397362902817001
0.5134660082301966    0.5087069818592704   2.4182083778315926    2.415291223706047    0.0035041791108181286    0.0014525464830370538
0.5118024754878404    0.507749302448   2.4165138476247656    2.4152234275988547    0.0019924734359069163    0.0010096779119708188
0.5104694755801245    0.5066215558540427   2.4210668107979343    2.40886615213617    0.0014160232658575467    0.001547531961683113
0.5090816019775039    0.5050769195382409   2.4047544054940597    2.417703549541478    0.0023184784658560886    0.00039103117289496225
0.5070123661621182    0.5046070907109538   2.4147285054788856    2.4153710144037905    0.0010866355970327035    0.0006228449638436828
0.5058718802351654    0.5038920018383372   2.4115860200016535    2.4172315688095285    0.0008790446625912551    0.00017271265176521666
0.5047808253722172    0.5035608466386036   2.4138446551283144    2.416510945183594    0.0004160144191898141    0.00016202995532488274
0.5040233898653256    0.5031190414083362   2.4121295946368297    2.413860322760612    0.0004612185436609906    0.0001880973798904506
0.5031781767010794    0.5025711684005115   2.414862575873396    2.4164208465947596    0.00015072553067163597    6.826604496090738e-05
0.5026711145093097    0.5023399422839203   2.4142324700463624    2.4140281378234847    0.00011901322730878405    0.00011958970011161085
0.5022871717958763    0.502078044621536   2.414532214989534    2.415646674697504    0.00014992743329411695    6.23966137949239e-05
0.5017108828741365    0.5018500372004003   2.414871707487705    2.4135061335482386    4.079051432981373e-05    8.335046610863373e-05
0.0    0.5015331090784041   0.0    2.4145315548164756    0.0    3.907844515804726e-05
0.0    0.0   0.0    0.0    0.0    0.0
