0.5917549133300781    1681068163.0250008
3200    2400
alphaList_a     alphaList_n    E_a         E_n         v_a         v_n 
1.0    1.0   2.6405135636454147    2.6614430088373338    0.032476101635641186    0.02732639586901442
0.7834926557624123    0.8161775653526491   2.1662353361682256    2.2438903655805476    0.009165582855684917    0.011479732820356858
0.6575436070338889    0.679594911301125   1.8805609385859725    1.9298868464848042    0.0021839776647940567    0.0032276769594110633
0.597663846959469    0.6032164127477103   1.7383411611738364    1.7558272001452364    0.000758193702279808    0.0007817017139006843
0.5623010188790346    0.5679896982694459   1.6504066095917935    1.6639313144348753    0.0004067545165753472    0.0004655830462909627
0.5315712254328474    0.5391212270250537   1.5776756666264868    1.5939433890449382    8.926293987787659e-05    0.00017857400047205374
0.5178671250291296    0.5215410161154704   1.5437616558446927    1.5539345610100939    2.8549627177909542e-05    4.1610247242029885e-05
0.5100179379300164    0.5148432652592743   1.5246060608728569    1.538170127309782    8.473378044548951e-06    2.789956000048832e-05
0.5058307817146266    0.5099461403822159   1.5143584148736053    1.5239542073712036    3.0145581151330703e-06    2.657541358264126e-05
0.5032607294260901    0.5051741459442741   1.5080559255494277    1.5103351228607311    8.272019123012342e-07    2.382736484651815e-05
0.5019964212187722    0.5013492599904464   1.5049330284112992    1.504191787309876    3.2449424525182735e-07    1.3453007040808984e-05
0.5011853506172497    0.5014739083768013   1.5029231311966822    1.5039467742309844    1.1163661506330413e-07    1.5143233138559253e-05
0.500715006911571    0.0   1.501759752793628    0.0    4.383607699054437e-08    0.0
0.5004086829176458    0.0   1.5010247031845934    0.0    1.1322181858730573e-08    0.0
0.5002702191037424    0.0   1.500670016535399    0.0    5.4985700437271134e-09    0.0
0.5001685037739003    0.0   1.500414967535949    0.0    2.341511429193588e-09    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
