0.6150767803192139    1681293463.8968582
10800.0    16800.0
alphaList_a     alphaList_n    E_a         E_n         v_a         v_n 
1.0    1.0   3.0609814324420586    2.9490572323112394    0.54237437463674    0.34026662140687414
0.9556553426112542    0.9714675125238175   2.697398424472969    2.9808398517058676    0.6482153449472001    0.1913289777137095
0.8844288941528362    0.9441549751001236   2.911388290894045    2.907417220396498    0.8101796464220357    0.2315358680287023
0.8300213236693879    0.9086124158252177   0.41608110507363805    2.7976260652245952    2382.7099052332824    0.2625221497538366
0.7876995741801495    0.8750024386595437   2.731233613019005    2.6967966143734223    0.26019199583356745    0.19079618312079294
0.762280876037098    0.8479327791635481   2.1221273416475284    2.5385491476256647    53.04914319583752    0.38656199199771457
0.7453330111586406    0.7842251832144718   2.7518050747216507    2.7909976456004437    0.11687921961496084    0.0781562323629661
0.7276040741138383    0.7694016397479339   2.643496056361296    2.6540935056821358    0.20221445093618318    0.12710133519870492
0.6823093071520998    0.7445229486911408   2.5469050280259657    2.7323798510595156    0.19226300525301454    0.05413195637315482
0.6471307829494097    0.7314100247341186   2.525579848982795    2.623328951586646    0.0521159623288705    0.06408503477479055
0.6228246098921395    0.7122752899075281   2.522985586133881    2.571146814802845    0.08523252847963558    0.07187794199314279
0.6015060682317747    0.690236223827548   2.529366462067986    2.5007204045955023    0.27848833962339814    0.07343492120553385
0.5670717573810519    0.6487650173217882   2.5307042683578524    2.5448358924295764    0.07599626414191452    0.033734105019987304
0.5511243488368036    0.6346996073811774   2.406662384708443    2.5302974164234446    7.427065813040416    0.021564689084001998
0.5462482623482142    0.6257242749383497   2.5262306787905437    2.466103342046271    0.08792756405598201    0.031022546615470326
0.5354027322585262    0.6100237650512078   2.4831908429444    2.487615196062818    0.04038580806399317    0.028302510964910432
0.5225812820421494    0.5920025820200353   2.460364712627263    2.466270926412907    0.008947924071725843    0.015036307914211733
0.5140434444673382    0.5810848776770188   2.4886102859553034    2.4594587750818038    0.0585068526282555    0.013102488533547785
0.5038212920518211    0.5693568269100643   2.488230021264142    2.500947559670924    0.02836894422268177    0.004420799828605659
0.5000711963360073    0.5647277796148612   2.4922220663694343    2.4682267709369796    0.04061957959499729    0.005895738444999132
0.49655334164333004    0.5575990300164804   2.4693865410965268    2.448008249876461    0.007286310971204912    0.004882501344795287
0.493358312408956    0.5529910779280653   2.463891770520928    2.471787272124365    0.008391838135592522    0.004841723353562699
0.49161200128279864    0.5480523055167954   2.4713937301742837    2.4601463715824194    0.005953352543350832    0.0038822295406486518
0.48839004163408534    0.5413275574848662   2.4780359650196826    2.455884688456611    0.011514834155991416    0.003965503872227494
0.4857217119262564    0.5327708366419428   2.474987625204244    2.4250211843877048    0.010719542830523565    0.005309284939593262
0.48295660313974725    0.522821155189419   2.481277435765618    2.4445517808137867    0.028533645373571837    0.0010089383285993847
0.47759202440471493    0.519457925029197   2.47523972617957    2.4473100090738726    0.009552617286042953    0.0006993144985152355
0.0    0.5172231379342781   0.0    2.442963352685087    0.0    0.0008253005112575096
0.0    0.5138657136413041   0.0    2.430698343738567    0.0    0.0005695530068718924
0.0    0.5108399148788845   0.0    2.43881568784459    0.0    0.0004305327960754113
0.0    0.5079217830180289   0.0    2.4422273756325312    0.0    0.00022501849869804857
0.0    0.5056183442874688   0.0    2.4392460374378753    0.0    0.0001674194174894339
0.0    0.5041097885896992   0.0    2.440073641674508    0.0    9.436721219735489e-05
0.0    0.5026980100101599   0.0    2.442794488897828    0.0    8.087121336153302e-05
0.0    0.5015823073213336   0.0    2.4401336773817066    0.0    6.34246905057978e-05
0.0    0.5005450840570929   0.0    2.440493426442227    0.0    6.436033368562022e-05
0.0    0.49947792488716913   0.0    2.4408428137687643    0.0    3.1638310382220425e-05
0.0    0.4990017411345728   0.0    2.4406746760634412    0.0    3.413387633610654e-05
0.0    0.4985188522985246   0.0    2.4397938198752085    0.0    3.7036932021727864e-05
