0.6365048885345459    1680942442.4354484
0.572145    0.57489
alpha      E_a         E_n         v_a         v_n        error_a         error_n
0.35    1.575884494237183    1.5781647661666838    0.0065426451440835365    0.006310961431104101     0.0065426451440835365    0.006310961431104101
0.39999999999999997    1.5245940866031482    1.5274342624942046    0.0024143264868333367    0.002247023500802451     0.0024143264868333367    0.002247023500802451
0.44999999999999996    1.5027094256667384    1.5042728685455913    0.0004797608734228298    0.0005016990812326169     0.0004797608734228298    0.0005016990812326169
0.49999999999999994    1.5    1.500278849187005    0.0    2.2695651972141444e-05     0.0    2.2695651972141444e-05
0.5499999999999999    1.5124462596963835    1.50950071323532    0.000350086165087878    0.0004187855927044737     0.000350086165087878    0.0004187855927044737
0.6    1.5354369133206456    1.526228054532017    0.001358312672774309    0.0013661164789471325     0.001358312672774309    0.0013661164789471325
0.65    1.5639436107691804    1.5560415355170871    0.002803779386974107    0.002965412834399143     0.002803779386974107    0.002965412834399143
0.7000000000000001    1.6058640604546062    1.5904801779137034    0.004406042439384065    0.005025995460317197     0.004406042439384065    0.005025995460317197
0.7500000000000001    1.6489530921622741    1.644442739540467    0.006411006272575366    0.006031502755129203     0.006411006272575366    0.006031502755129203
0.8000000000000002    1.6837003416752951    1.6876616652101302    0.008875605204384426    0.009075556301011867     0.008875605204384426    0.009075556301011867
