0.5972943305969238    1681298468.7319496
36000.0    42000.0
alphaList_a     alphaList_n    E_a         E_n         v_a         v_n 
1.0    1.0   3.0731892785817023    2.9401106515205626    0.555898263975589    0.2926150861719954
0.9497437079642402    0.9642092272945197   2.9310793123368515    2.8985262548049806    0.7030986539721695    0.3493589066886198
0.8928803691088157    0.9319494403659413   2.787428347919897    2.8447174667735955    0.3212105991491576    0.2618775026883764
0.864711651412375    0.89243439999577   2.866706472055003    2.7433975620223534    0.3962240604473095    0.2569833795271963
0.8290152034847094    0.856471002906583   2.741593135400565    2.7539919946373286    0.4826424411231569    0.19552247730634598
0.8011610820912263    0.8263900643997508   2.8350906964619416    2.7376147312928953    0.20991285653263958    0.15957927237794323
0.7729098757981256    0.7923704919479669   2.7717556033963753    2.676895293225474    0.22398551037492798    0.11103617604911875
0.7470298840551046    0.7669845678833211   2.28624435778284    2.5953446102610616    171.17261439499393    0.09892306218291491
0.7333143442952547    0.742285785642352   2.673221486574266    2.5986326673899716    0.1322244047023995    0.08572149502190651
0.7059475156446092    0.7260613086633104   2.5689463752965476    2.5178220109845943    0.1142528411353485    0.10335278684456384
0.6811795726622305    0.6998347984247087   2.5927471129630386    2.558110079061657    0.1330706351452573    0.0585526013609341
0.6621164696597418    0.680477594072653   2.5555784391218377    2.546205475256423    0.12304192270191283    0.05653898335588625
0.6419132631540518    0.6580900936413449   2.5226607366706086    2.4885084793203096    2.2744843029036783    0.052618441471023125
0.6251793585325645    0.6370733942226577   2.545182515622422    2.4744922581579902    0.05743401002523818    0.032746079459467836
0.6019803966775548    0.6233511381345432   2.4999534341524523    2.4645764082113315    0.06165860175619464    0.036597194858565274
0.5859321802045035    0.6036145798411966   2.497210225343228    2.5119252368635987    0.09624991437816899    0.01670225209980547
0.5666535438651461    0.5924208230025644   1.7111609249898772    2.5008213950373426    597.3757211292219    0.01534638414917211
0.6428311983612858    0.5792589834107821   2.4792352478691138    2.465638209525701    0.07354256543317916    0.0130071206053044
0.618551841910546    0.5674686472962369   2.541183754728036    2.4363238891886407    0.07881292395542427    0.010928792682250332
0.6004847288677265    0.555822726223068   2.5221543796221084    2.457176405268193    0.0789668640592831    0.005391468596897653
0.5824178717359837    0.5473334018249396   2.5035271110932724    2.4513415214253778    0.030550922709274175    0.005021750646749368
0.5647206066505612    0.5409712334397941   2.4911564887330733    2.439612622115493    0.035224427007110926    0.00418385424933998
0.554346716659104    0.5340029375599123   2.4890296004095185    2.44037710255424    0.025452337898765443    0.003206391305506706
0.5439743599109355    0.5270103144534312   2.476483249032715    2.4322577376631105    0.11512455967139346    0.0021721740989422145
0.5327906281239576    0.5208143718735895   2.484195272508042    2.437745702503527    0.04004930263344875    0.0011014447619803747
0.5188225758166611    0.516559679008909   2.480568588635283    2.4450512290219026    0.016294056651307898    0.0006120334189683163
0.5146374708473015    0.514061955429327   2.477973101335971    2.4382245638612288    0.016247748218087388    0.0004784053488853246
0.5107934872834493    0.5113580419044214   2.476509424784488    2.43905190951752    0.02753771423118767    0.00038625797806624007
0.5048639045368558    0.5085366251122514   2.4816168620185928    2.441635880816695    0.048579438968113564    0.0002180070971276038
0.49886723808607947    0.5068592294388357   2.496147702598063    2.4394413054661785    0.04838621283301503    0.00027465843288609904
0.4923074416591543    0.5042142220553374   2.4763062330097725    2.44138244131403    0.037943477760364    9.37366638389392e-05
0.4883738571164931    0.5030506720223804   2.480084525851477    2.440373678790165    0.02485266611463377    7.813673315215652e-05
0.48673962608104    0.5018622485609734   2.470113828991721    2.440195906871425    0.01640860415825962    6.917041849874295e-05
0.48442863251423895    0.5006769668544281   2.4766590338389447    2.440389964225731    0.0212810836106625    4.272026890284053e-05
0.4835042675839057    0.49999970979488934   2.4934285405478613    2.4384365573770634    0.029084196163632114    3.645647091055082e-05
0.483163246174527    0.49933028953941866   2.47201570324509    2.4405886984023324    0.00838766697356963    3.6982006175634297e-05
0.0    0.49875094700502093   0.0    2.4400579608096433    0.0    2.945125007780547e-05
0.0    0.49836222342618297   0.0    2.4400667178891067    0.0    3.5668903656471684e-05
0.0    0.49798273459938946   0.0    2.4398045635092864    0.0    2.9542273600746682e-05
0.0    0.4977135654090002   0.0    2.440359534487977    0.0    3.498092064635472e-05
0.0    0.49742414601476753   0.0    2.4405874126704132    0.0    5.48123330172956e-05
0.0    0.4971051877893304   0.0    2.4398437403722766    0.0    3.0808889436961806e-05
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
0.0    0.0   0.0    0.0    0.0    0.0
