5.890314817428589    11.689831495285034
0.982    0.98453
alpha      E_a         E_n         v_a         v_n
0.375    1.5913325035365327    1.595857431225392    0.016614050888195564    0.014520470364300042
0.4    1.554712694012003    1.5403349632725343    0.010614246845288555    0.008094949761734416
0.42500000000000004    1.5238177656789773    1.5101318562460606    0.004701943117109142    0.003542262538140939
0.45000000000000007    1.5045607006628088    1.4900432156682175    0.0013097016923717675    0.0014535849445165283
0.4750000000000001    1.4997189306675895    1.5073081365769105    0.0003512273539771904    0.0005565215304526028
0.5000000000000001    1.5    1.4999427717512541    0.0    1.7419669227081158e-06
0.5250000000000001    1.5036083603498567    1.5033878368642122    0.0004048615987870541    0.00039464643848541314
0.5500000000000002    1.5142327075789503    1.5042898678718495    0.0012759942732376572    0.0018172469694768267
0.5750000000000002    1.5208437506607173    1.517813078612914    0.002489865787615564    0.003101723937648071
0.6000000000000002    1.509069639259078    1.51820904187578    0.005125380789027467    0.006530294214332599
