4.234302520751953    11.498815298080444
0.91951    0.92136
alpha      E_a         E_n         v_a         v_n
0.375    1.5695461534802924    1.5700308217561354    0.012921179275712458    0.012287084410498306
0.4    1.5485712980945963    1.5397407932492762    0.007639078733268079    0.007709733890281623
0.42500000000000004    1.527284742936923    1.513181851054773    0.0046209969176209675    0.0033132404310740604
0.45000000000000007    1.5099938605850272    1.508490633890073    0.0019120875046647612    0.0015750777502621105
0.4750000000000001    1.499813854156349    1.5004147344038978    0.00039994236156015717    0.00036414858696121044
0.5000000000000001    1.5    1.5000386474123935    0.0    2.6365461871513673e-06
0.5250000000000001    1.500610238014455    1.5039340568782198    0.0002920540997242149    0.00031380198769870304
0.5500000000000002    1.5034134451762629    1.505564417597043    0.0015078431398127812    0.0013561226944074356
0.5750000000000002    1.5086628718297685    1.5147314061049446    0.0034580377920869765    0.0031255403801524473
0.6000000000000002    1.5301817761824903    1.5237283490242557    0.0051188803895292345    0.005020712070879618
