3.2168192863464355    11.374160289764404
0.9989800000000001    0.9989700000000001
alpha      E_a         E_n         v_a         v_n
0.375    1.5085443244567542    1.5725154518393654    0.014829791750200716    0.028506684564194362
0.4    1.494792198087826    1.626338366741793    0.012604441488663909    0.023365036662020167
0.42500000000000004    1.5015505002499006    1.5134786575691894    0.004242173715474973    0.005313778238835276
0.45000000000000007    1.5139924282357486    1.500628093588257    0.0025303651898620494    0.003605800736039111
0.4750000000000001    1.5064217224335144    1.486133726788897    0.0009423956518741505    0.00021647916689904179
0.5000000000000001    1.5000000000000002    1.5000111642547331    -4.440892098500626e-16    1.2019155795073289e-06
0.5250000000000001    1.5052257109299594    1.5096196572097953    0.00042399178748331323    0.0005013730355156731
0.5500000000000002    1.4948674509560378    1.5203984953355696    0.00247544119122578    0.0021262522398597383
0.5750000000000002    1.5374450148297625    1.5542521216548335    0.0030975782927522566    0.0013265704127713995
0.6000000000000002    1.513734537679981    1.5879140284269075    0.005554884899776624    0.003206847053591755
